-----  Network Simulator Version    2.3 -------- 

Enter the number of messages to simulate: Packet loss probability [enter number between 0.0 and 1.0]: Packet corruption probability [0.0 for no corruption]: Packet out-of-order probability [0.0 for no out-of-order]: Average time between messages from sender's layer5 [ > 0.0]: Enter Level of tracing desired: Do you want actions randomized: (1 = yes, 0 = no)? Do you want Bidirectional: (1 = yes, 0 = no)? Input parameters:
Number of Messages = 1000  Lost Packet Prob. =   0.500
Corrupt Packet Prob. =   0.500  Out Of Order Prob. =   0.500
Ave. time between messages =    10.00  Trace level = 1
Randomize = 0  Bi-directional = 0

A:    1877.1198,  Layer 5 to 4  Message = ,16;AFKPUZ,ejoty~&+0
A:    1885.2724,  Layer 5 to 4  Message = -DZq*AWn'=T-$:Qh~7Ne
A:    1886.2208,  Layer 5 to 4  Message = .V~Iq;d.V~Iq.d.V~Iq;
A:    1905.8848,  Layer 5 to 4  Message = xiE~Z6pL(b=wSxiE~Z6p
A:    1919.0067,  Layer 5 to 4  Message = d{iVD1|jWE2}2X03~lYG
A:    1937.2437,  Layer 5 to 4  Message = 10x.-,+*)('&%$#1~}|{
A:    1947.8641,  Layer 5 to 4  Message = 2fSdt'7HXiy,<M3n21BR
A:    1964.8308,  Layer 5 to 4  Message = 3Uw;^!Df*Ln2Tv:]~3e)
A:    1983.4214,  Layer 5 to 4  Message = 4h=qGzP&Yxc8lBuK~T4^
A:    1996.4024,  Layer 5 to 4  Message = 5zbI0u]D+pW>&kR9~fM5
A:    2007.4927,  Layer 5 to 4  Message = 6x(~wpibZSLE=6x(~wpi
A:    2022.8330,  Layer 5 to 4  Message = d7LVaku!,6AK2`jt~+5?
A:    2026.1560,  Layer 5 to 4  Message = 8T8.Jf$?[w5Qm+Gc~<Xt
A:    2036.5294,  Layer 5 to 4  Message = 9g693a0^-Z*W'T$Q~N{K
A:    2041.6599,  Layer 5 to 4  Message = :yZ;:[<{]=|^>}_?~`A!
A:    2050.2053,  Layer 5 to 4  Message = ;f~qd;I;.~qdVI3.~qdV
A:    2052.5417,  Layer 5 to 4  Message = <AEIMQ<Y^bfjnrvz~%)-
A:    2059.9485,  Layer 5 to 4  Message = =Si~6Lb=xEZp(=Si~6Lb
A:    2066.6928,  Layer 5 to 4  Message = dfxV}Gn7>(Ov2g0W~Ho8
A:    2077.4537,  Layer 5 to 4  Message = ?xS.gBzU0?D|W2kF~Y4m
A:    2096.0059,  Layer 5 to 4  Message = A-wdP<)s`LA%o[H4~kWD
A:    2104.3860,  Layer 5 to 4  Message = B?=;97531x-B)'%#~|zx
A:    2108.0929,  Layer 5 to 4  Message = CRbq#2BQap!1CP`o~0?O
A:    2108.9627,  Layer 5 to 4  Message = De(Ij-No2St7XD<^~Bc&
A:    2109.0652,  Layer 5 to 4  Message = EfL~S(Zxb6i=pEEL~S(Z
A:    2111.2938,  Layer 5 to 4  Message = d,pV<#gM3w^D2nTF~eK1
A:    2126.6485,  Layer 5 to 4  Message = G>6.&{skcZRJB91)Gvnf
A:    2133.5820,  Layer 5 to 4  Message = HQZdmv!+4=GPYclu~H3<
A:    2144.9024,  Layer 5 to 4  Message = Id~;Vq.Id~;Vq.Id~;Iq
